./org/jfree/chart/JFreeChart.java,.org.jfree.chart,JFreeChart,679,1517
./org/jfree/chart/StandardChartTheme.java,.org.jfree.chart,StandardChartTheme,66,1644
./org/jfree/chart/ChartFactory.java,.org.jfree.chart,ChartFactory,111,1887
./org/jfree/chart/legend/LegendTitle.java,.org.jfree.chart.legend,LegendTitle,43,617
./org/jfree/chart/legend/LegendItem.java,.org.jfree.chart.legend,LegendItem,56,984
./org/jfree/chart/plot/Crosshair.java,.org.jfree.chart.plot,Crosshair,59,674
./org/jfree/chart/plot/Plot.java,.org.jfree.chart.plot,Plot,224,1323
./org/jfree/chart/plot/CategoryPlot.java,.org.jfree.chart.plot,CategoryPlot,98,4527
./org/jfree/chart/plot/ThermometerPlot.java,.org.jfree.chart.plot,ThermometerPlot,34,1444
./org/jfree/chart/plot/PolarPlot.java,.org.jfree.chart.plot,PolarPlot,51,1841
./org/jfree/chart/plot/XYPlot.java,.org.jfree.chart.plot,XYPlot,118,4985
./org/jfree/chart/plot/pie/PiePlot.java,.org.jfree.chart.plot.pie,PiePlot,65,2921
./org/jfree/chart/plot/compass/CompassPlot.java,.org.jfree.chart.plot.compass,CompassPlot,35,776
./org/jfree/chart/axis/Axis.java,.org.jfree.chart.axis,Axis,154,1547
./org/jfree/chart/axis/DateAxis.java,.org.jfree.chart.axis,DateAxis,38,1673
./org/jfree/chart/axis/ValueAxis.java,.org.jfree.chart.axis,ValueAxis,121,1524
./org/jfree/chart/axis/NumberAxis.java,.org.jfree.chart.axis,NumberAxis,44,1026
./org/jfree/chart/axis/CategoryAxis.java,.org.jfree.chart.axis,CategoryAxis,65,1300
./org/jfree/chart/internal/SerialUtils.java,.org.jfree.chart.internal,SerialUtils,95,636
./org/jfree/chart/title/TextTitle.java,.org.jfree.chart.title,TextTitle,35,800
./org/jfree/chart/swing/ChartPanel.java,.org.jfree.chart.swing,ChartPanel,43,2762
./org/jfree/chart/text/TextUtils.java,.org.jfree.chart.text,TextUtils,43,706
./org/jfree/chart/renderer/DefaultPolarItemRenderer.java,.org.jfree.chart.renderer,DefaultPolarItemRenderer,33,844
./org/jfree/chart/renderer/xy/XYBarRenderer.java,.org.jfree.chart.renderer.xy,XYBarRenderer,52,1085
./org/jfree/chart/renderer/xy/XYItemRenderer.java,.org.jfree.chart.renderer.xy,XYItemRenderer,70,1327
./org/jfree/chart/renderer/xy/AbstractXYItemRenderer.java,.org.jfree.chart.renderer.xy,AbstractXYItemRenderer,73,1526
./org/jfree/chart/renderer/xy/XYLineAndShapeRenderer.java,.org.jfree.chart.renderer.xy,XYLineAndShapeRenderer,41,1079
./org/jfree/chart/renderer/xy/XYDifferenceRenderer.java,.org.jfree.chart.renderer.xy,XYDifferenceRenderer,33,1057
./org/jfree/chart/renderer/xy/XYAreaRenderer.java,.org.jfree.chart.renderer.xy,XYAreaRenderer,41,649
./org/jfree/chart/renderer/xy/StandardXYItemRenderer.java,.org.jfree.chart.renderer.xy,StandardXYItemRenderer,36,902
./org/jfree/chart/renderer/category/CategoryItemRenderer.java,.org.jfree.chart.renderer.category,CategoryItemRenderer,58,1439
./org/jfree/chart/renderer/category/LineAndShapeRenderer.java,.org.jfree.chart.renderer.category,LineAndShapeRenderer,38,774
./org/jfree/chart/renderer/category/AbstractCategoryItemRenderer.java,.org.jfree.chart.renderer.category,AbstractCategoryItemRenderer,66,1550
./org/jfree/chart/renderer/category/BarRenderer.java,.org.jfree.chart.renderer.category,BarRenderer,65,1202
./org/jfree/data/general/DatasetUtils.java,.org.jfree.data.general,DatasetUtils,60,2330
